rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
86,UNLV,MWC,18-14,106.96380759456872,83,97.85352447058929,92,0.7356958784029832,86,18,14,10,8,10-8,0.6017161928572108,0.5302260627859244,0.644215995847103,0.6017161928572108,0.5302260627859244,0.644215995847103,0.7756793875004179,0.8022873867963979,104.09527234768574,98.79464047483978,104.09527234768574,98.79464047483978,109.63605556794293,97.43748883726764,122.44051554727798,117.92571358911727,0.6063654961438479,10,-0.02428570997074808,1250.0,1174.0,1184.6624999999997,1.0551528388887133,0.9909995462842796,0,0.5555555555555556,-3.791609153394224,107,226,66.3570274568366
87,Northwestern,B10,15-16,105.52561686327124,108,96.68758754213624,71,0.7322150635403032,87,15,16,7,13,7-13,0.6532892889074363,0.31998963367729827,0.7903369165319016,0.6532892889074363,0.31998963367729827,0.7903369165319016,0.7104036195397659,0.8785996653450471,107.62562825517834,99.53719029513744,107.62562825517834,99.53719029513744,105.47699554162106,94.98385534792283,107.63332844480858,101.98262360740691,0.650257409177349,12,-0.028869040300275373,1392.0,1440.0,1394.5750000000003,0.9981535593281106,1.032572647580804,0,0.35,-3.88521295999719,110,238,67.78773578450549
88,St. Bonaventure,A10,23-10,107.33761037403254,80,98.73373942673373,113,0.7232924269610925,88,23,10,12,5,12-5,0.6202402616113288,0.5534053571230296,0.6023820549738933,0.6202402616113288,0.5534053571230296,0.6023820549738933,0.7726711793394884,0.8046520402739027,104.31844306458494,99.06086013168834,104.31844306458494,99.06086013168834,107.63461492647183,98.06756562595248,112.95272557332582,109.14855640438283,0.597241502415775,9,0.13484324650715795,1191.0,1112.0,1132.2125,1.0519226735263918,0.9821477858617529,0,0.7058823529411765,-0.5081052265226405,61,7,65.46505961412461
89,Wichita St.,Amer,15-13,103.86235522431986,150,95.54164404755053,47,0.7231817544076484,89,15,13,6,9,6-9,0.6384856717677507,0.5662467118464033,0.703971693275726,0.6384856717677507,0.5662467118464033,0.703971693275726,0.7565382946166032,0.8118963002971366,105.15985111556385,98.31990740927009,105.15985111556385,98.31990740927009,105.97188922998727,97.59167013305826,113.7148031741076,104.03561560933508,0.7355649779408153,7,-0.022689629829002578,1022.0,1044.0,1021.7625,1.0002324414920296,1.0217638639116233,0,0.4,-3.5863447952594925,102,222,67.13102463102315
90,Iona,MAAC,25-8,106.90034129448448,87,98.56293524922782,110,0.7178496163366298,90,25,8,17,3,17-3,0.479903994899838,0.6072310262984374,0.39646146783147884,0.479903994899838,0.6072310262984374,0.39646146783147884,0.8605520021340247,0.7807156245455841,101.47371120672673,101.69201958576808,101.47371120672673,101.69201958576808,106.90119967628488,98.12040929086896,123.16116801185447,108.27853859493703,0.8147309199055524,4,0.0627750687247608,1505.0,1332.0,1402.5375,1.0730550876536278,0.94970722707949,0,0.85,-0.6969685218442507,63,52,69.36088492541599
91,Belmont,OVC,25-8,106.6060704507014,90,98.35831917409953,103,0.716266780251742,91,25,8,15,3,15-3,0.4654682798397311,0.5730734336617314,0.35780131802033815,0.4654682798397311,0.5730734336617314,0.35780131802033815,0.850202075296906,0.7940660904226452,101.35196562957704,102.42131658890688,101.35196562957704,102.42131658890688,107.19557311871756,100.22119523469173,97.7010379135632,99.32746665304788,0.4526759629711964,5,0.075666793415619,1414.0,1196.0,1264.3749999999998,1.118339100346021,0.9459218981710333,0,0.8333333333333334,-0.23410679747134122,59,36,69.03685346340801
92,Grand Canyon,WAC,23-8,104.08150589211687,141,96.10623937802518,56,0.7143857021468468,92,23,8,12,5,12-5,0.42551863462833855,0.332925614562204,0.46167806193746674,0.42551863462833855,0.332925614562204,0.46167806193746674,0.8832166511643186,0.8961812827515195,99.61926423413702,101.95430602591419,99.61926423413702,101.95430602591419,104.12619153817771,94.56549345026919,86.55951745618552,71.53123009087723,0.899621688713813,1,0.013701368593831198,1196.0,1063.0,1153.8,1.0365747963251863,0.921303518807419,0,0.7058823529411765,-2.366258878621526,84,146,65.60227684296456
93,Richmond,A10,24-13,106.94586479440183,85,99.05492039975512,117,0.7071237879175905,93,24,13,10,8,10-8,0.6308797631155233,0.580298732754828,0.6095078936820388,0.6308797631155233,0.580298732754828,0.6095078936820388,0.7886612338151664,0.8217312315236085,105.06292942722234,99.66002227561599,105.06292942722234,99.66002227561599,107.29269952801391,101.03744612835158,102.33341246374779,97.35773459945456,0.6395027513477728,6,0.09875025269651005,1263.0,1239.0,1214.5624999999998,1.0398806154479496,1.0201204137292237,0,0.5555555555555556,-1.6450893545248872,75,17,66.6895267095549
94,Northern Iowa,MVC,20-12,110.19928781197541,42,102.12742177411161,174,0.705742545292731,94,20,12,14,4,14-4,0.5756061673014172,0.5423162689107247,0.559611637560647,0.5756061673014172,0.5423162689107247,0.559611637560647,0.8040503340117335,0.8133955381465423,103.98287903069533,99.97473474171022,103.98287903069533,99.97473474171022,113.68433835529287,103.53669618701846,108.03806241012997,104.81076896841714,0.5863171686970562,4,0.03661865981917789,1395.0,1297.0,1244.0500000000002,1.1213375668180539,1.0425625979663196,0,0.7777777777777778,-2.916712905857831,92,92,67.34444414312296
95,Penn St.,B10,14-17,104.01476942889185,144,96.44300641108248,66,0.7045745812380445,95,14,17,7,13,7-13,0.7224541939074812,0.4808672458787322,0.8058837238109382,0.7224541939074812,0.4808672458787322,0.8058837238109382,0.6905638611144677,0.8676251399349105,109.51711352053455,99.04069195859441,109.51711352053455,99.04069195859441,103.86034552532985,97.07020821389794,120.35786568385986,111.40351873020317,0.70869862098653,14,0.011143715515822994,1266.0,1324.0,1269.825,0.9969877739058531,1.0426633591242886,0,0.35,-3.8547309120807896,109,152,61.87578454186523
96,Cincinnati,Amer,18-15,104.42832120525466,134,96.86966803755124,76,0.703505365720938,96,18,15,7,11,7-11,0.5701354846051062,0.390427802419907,0.6820421822535985,0.5701354846051062,0.390427802419907,0.6820421822535985,0.7688457843427087,0.8645529781037932,103.7534827197111,98.9251747498726,103.7534827197111,98.9251747498726,105.09524104935151,98.14972393976026,117.35377136733466,106.35648477755532,0.7561267237603698,9,-0.0326184498415093,1239.0,1264.0,1250.4375,0.9908532013795172,1.0108462038286599,0,0.3888888888888889,-4.623465885192218,121,247,67.65119148712756
97,Middle Tennessee,CUSA,26-11,105.77726171990334,104,98.24753894244719,98,0.7004038798200597,97,26,11,13,5,13-5,0.45551105746855836,0.41485065207997057,0.45657313393854565,0.45551105746855836,0.41485065207997057,0.45657313393854565,0.8674685581186315,0.8632528090769458,102.27813392117643,103.03415036572575,102.27813392117643,103.03415036572575,105.48703706004959,98.3749606767405,112.59893820279792,108.14187744466132,0.614072807574175,3,0.012007221393589118,1290.0,1186.0,1207.35,1.0684557087836999,0.9823166438895101,0,0.7222222222222222,-3.1799506543780964,96,150,67.09113724275657
98,UCF,Amer,18-12,106.29473745493308,97,98.73691566433111,114,0.7001902852871041,98,18,12,9,9,9-9,0.6079124714210802,0.47623647842570715,0.6792960584819171,0.6079124714210802,0.47623647842570715,0.6792960584819171,0.7466789556103588,0.8023963481905504,103.8580073314116,98.23256844509092,103.8580073314116,98.23256844509092,104.6252457641985,97.43336849453726,123.9092920435958,112.60560306369331,0.750273320422585,11,0.05977652289966606,1210.0,1245.0,1232.075,0.9820830712416045,1.0104904328064443,0,0.5,-1.7005568053013913,78,58,67.47056533278416
99,Toledo,MAC,26-8,109.23880865643514,53,101.77063660253341,169,0.6930399121248536,99,26,8,17,3,17-3,0.422678027178743,0.5118957687943777,0.3588167734190312,0.422678027178743,0.5118957687943777,0.3588167734190312,0.8924447698225425,0.8386745944543594,101.9456186660258,104.60632765005307,101.9456186660258,104.60632765005307,111.9697708747964,100.61618647743826,94.86077092778343,99.17127051403746,0.3749501549939942,1,0.04344666752073201,1669.0,1365.0,1411.7375000000004,1.1822311159121293,0.9668936328460493,0,0.85,-1.5663499805218661,73,81,68.90269125477151
100,Mississippi,SEC,13-19,106.00683914212141,100,99.05580517186198,118,0.6856656029448103,100,13,19,4,14,4-14,0.6680652279736609,0.5130728703114352,0.7872922320984088,0.6680652279736609,0.5130728703114352,0.7872922320984088,0.7295953435795532,0.8543108130320499,105.836131217375,98.23107043321411,105.836131217375,98.23107043321411,109.10301981834526,101.84789749548082,121.86199907507363,111.58624058138618,0.7336170529180659,13,-0.07935433642519024,1208.0,1308.0,1202.1000000000001,1.0049080775309873,1.0880958322934862,0,0.2222222222222222,-7.1107405776294295,170,322,65.41092344554266
101,Louisiana Tech,CUSA,24-10,104.44895007401846,133,97.6587854499123,88,0.6841730316067494,101,24,10,12,6,12-6,0.45653765515692885,0.38703709575827605,0.46188048467890386,0.45653765515692885,0.38703709575827605,0.46188048467890386,0.8524579797396201,0.8495752312958356,102.67675391988206,102.47970309614702,102.67675391988206,102.47970309614702,105.31732750899191,99.1840060756391,112.23570538902113,110.45355667856079,0.5458878789337024,4,0.03834430919965848,1339.0,1224.0,1247.4,1.0734327400994066,0.9812409812409811,0,0.6666666666666666,-2.5639616206387634,90,90,68.38065696263033
102,Bradley,MVC,17-14,102.811025267952,167,96.14664797062285,58,0.683673782420277,102,17,14,11,7,11-7,0.5180925025706656,0.4250289007958606,0.5620339063411612,0.5180925025706656,0.4250289007958606,0.5620339063411612,0.8377070074073849,0.8752315119033963,103.14290398242214,101.78515612858091,103.14290398242214,101.78515612858091,106.32331226063413,95.22874378597197,94.31207320275594,92.20069247784782,0.5647292238971754,3,-0.07565289208038195,1269.0,1162.0,1202.95,1.054906687726007,0.9659586848996218,0,0.6111111111111112,-6.4295867961519635,156,317,67.33380057067998
103,Florida St.,ACC,17-14,105.16482759121038,119,98.36105157388548,104,0.683340449085181,103,17,14,10,10,10-10,0.6937216681776663,0.5229542112040001,0.7724348464056743,0.6937216681776663,0.5229542112040001,0.7724348464056743,0.7073229403026642,0.815946938813991,109.34312368926847,99.92515363205976,109.34312368926847,99.92515363205976,105.97054683589549,99.07925600437832,111.24589664197043,106.66882979754953,0.6184941561651163,12,0.0966972603065207,1377.0,1464.0,1361.475,1.0114030738720874,1.0753043574064893,0,0.5,-1.6073580092768087,74,18,67.81135538137174
104,Saint Peter's,MAAC,22-12,99.38835497522138,233,93.13374473215174,28,0.6786296502514984,104,22,12,14,6,14-6,0.47797481609710485,0.4885923234606461,0.40033728987150363,0.47797481609710485,0.4885923234606461,0.40033728987150363,0.8345399971764572,0.7684391217446441,102.68582160500158,102.10627047146153,102.68582160500158,102.10627047146153,98.48171321145153,93.6359715282145,103.65749110680257,96.49153832846916,0.6950472731958989,7,0.0034557958799338317,1336.0,1206.0,1327.7874999999997,1.0061851011551173,0.908277868258287,0,0.7,-5.56613755616572,138,170,65.57655350942457
105,DePaul,BE,15-16,106.38021977059906,95,99.79496320068,128,0.6758735607907663,105,15,16,6,14,6-14,0.6521671439774679,0.37975158685218446,0.7780717048109647,0.6521671439774679,0.37975158685218446,0.7780717048109647,0.7381737858002329,0.9124400653769806,105.55785299381384,98.68526275349274,105.55785299381384,98.68526275349274,106.02245822425785,99.1250345231557,111.80936267840899,104.75122457647706,0.6791527927294478,11,-0.00026470462778405146,1383.0,1471.0,1386.85,0.9972239247214912,1.0606770739445506,0,0.3,-4.682284091457596,123,174,68.76854755531197
106,South Carolina,SEC,18-13,100.14297864992,220,94.24014459407105,38,0.6678897264227777,106,18,13,9,9,9-9,0.6705743120841429,0.4813250296690416,0.7896999659908803,0.6705743120841429,0.4813250296690416,0.7896999659908803,0.7179703809829022,0.8739546111188208,107.2621721143791,98.2109217000561,107.2621721143791,98.2109217000561,102.73684570521858,95.929189862927,107.11699995600182,103.24688147889685,0.6042450613278932,12,0.12225778692312256,1245.0,1312.0,1289.5875,0.9654249905493035,1.017379588434286,0,0.5,-1.0506824135062587,68,8,70.57857817862751
107,Washington,P12,17-15,104.35710256151097,136,98.39599781403743,105,0.6629377587256807,107,17,15,11,9,11-9,0.6429739214424297,0.4797509111750348,0.7178343024789805,0.6429739214424297,0.4797509111750348,0.7178343024789805,0.7669241082888911,0.897962596272629,105.6244988359908,99.16470182072725,105.6244988359908,99.16470182072725,106.86873035339345,99.10083233739813,106.11976573699845,107.85797998244878,0.45342517381783504,7,0.029101517545049083,1420.0,1467.0,1400.1875,1.0141498906396464,1.0477168236396912,0,0.55,-4.410115056546852,117,103,69.57230362790149
108,Temple,Amer,17-12,101.58410523930833,188,96.18811966350304,60,0.6519641497060079,108,17,12,10,7,10-7,0.6123648371567063,0.4960539843393235,0.6779466718790325,0.6123648371567063,0.4960539843393235,0.6779466718790325,0.7656406080520543,0.8445732932978749,104.1206537156108,98.91428046350335,104.1206537156108,98.91428046350335,102.27103815862827,94.68586637666785,121.59461683636849,116.43294373508942,0.6221861226009876,7,0.0796108157343125,1113.0,1131.0,1150.125,0.9677208999021846,0.9833713726768829,0,0.5882352941176471,-2.488135915158693,87,31,66.29098361180029
109,Princeton,Ivy,23-7,111.54095082065717,32,105.88882390196218,252,0.6452040876613566,109,23,7,12,2,12-2,0.3886538116407394,0.3506227214114433,0.37423600983626315,0.3886538116407394,0.3506227214114433,0.37423600983626315,0.9056169476750039,0.9159813572310961,100.26738843614318,104.25624964241112,100.26738843614318,104.25624964241112,111.0206989462266,104.91895577968434,133.82258111774334,127.03022149269268,0.6454351786339659,1,0.05500457746266163,1108.0,963.0,966.4000000000001,1.1465231788079469,0.9964817880794701,0,0.8571428571428571,-2.050090437682028,80,62,66.85348667583354
110,Minnesota,B10,13-17,106.10034408188108,98,100.78902975053208,142,0.6435008204265205,110,13,17,4,16,4-16,0.7072556409429281,0.45912509248983263,0.8190484407322657,0.7072556409429281,0.45912509248983263,0.8190484407322657,0.7073956981899376,0.879735365747902,107.66338663895866,98.15296201421285,107.66338663895866,98.15296201421285,107.43496734506061,104.23076943533283,121.60573357005273,114.47137763690611,0.6671409030107912,12,0.028469689208473814,1309.0,1462.0,1299.5375000000001,1.0072814366649672,1.1250156305608725,0,0.2,-4.816990562351818,126,104,65.08833784951807
111,Boston College,ACC,13-20,103.91117743631258,148,98.75656073068917,115,0.6422410500635353,111,13,20,6,14,6-14,0.6396790532348037,0.38919537959014894,0.7539297338258495,0.6396790532348037,0.38919537959014894,0.7539297338258495,0.748492763840104,0.8937012010733593,105.51737501491287,99.23150185898055,105.51737501491287,99.23150185898055,103.04141325982876,99.0841481260726,109.72577615306132,106.52474983476658,0.5843071206623247,12,-0.07222606407959042,1325.0,1433.0,1346.9750000000001,0.9836856660294362,1.0638653278642884,0,0.3,-8.290869615479142,189,314,64.98109669353737
112,Hofstra,CAA,21-11,109.0855151295446,57,103.79388380088801,219,0.6391872488805687,112,21,11,13,5,13-5,0.4866331409792429,0.5007723348420116,0.47003997179299223,0.4866331409792429,0.5007723348420116,0.47003997179299223,0.8372352237635545,0.7735789636176069,103.81068822187358,102.69159980453372,103.81068822187358,102.69159980453372,107.67195537074616,103.35223775296812,128.3571894259344,95.88133994241375,0.9662555914615579,2,0.04938545588103094,1377.0,1302.0,1268.8125,1.0852667356287868,1.0261563469779813,0,0.7222222222222222,-3.4332964933212606,100,72,68.93471774323167
113,Nebraska,B10,10-22,106.50242988765186,93,101.35082835936072,152,0.6388017497254286,113,10,22,4,16,4-16,0.6957419737168329,0.4674663755843414,0.8194698981986983,0.6957419737168329,0.4674663755843414,0.8194698981986983,0.7057214101692711,0.86606450349018,107.66195369558439,98.4277379536895,107.66195369558439,98.4277379536895,107.59848565195804,103.05601540804193,128.11087303294042,122.0581502010644,0.6356615194768974,13,-0.10528727892413148,1423.0,1619.0,1429.825,0.9952266885807703,1.1323064011330057,0,0.2,-9.14718067519942,210,346,71.41592587809215
114,Abilene Christian,WAC,25-11,104.51643808450027,130,99.49364395958713,125,0.6379278962392045,114,25,11,11,7,11-7,0.41619860697672667,0.2919363005068148,0.4189773447418574,0.41619860697672667,0.2919363005068148,0.4189773447418574,0.8823253907416855,0.9030986640749391,99.98271707895998,101.91585864829216,99.98271707895998,101.91585864829216,102.72204976837465,101.16077613198229,111.35408076448391,95.9734123627223,0.8467589889060553,1,0.018672920632235135,1304.0,1246.0,1283.9625,1.0156059853772987,0.9704333265184925,0,0.6111111111111112,-4.1062754594748565,114,132,70.20065830508881
115,Stanford,P12,16-16,103.5048512665325,156,98.68729525320732,111,0.6336983931001823,115,16,16,8,12,8-12,0.6910854552760175,0.5496789668463742,0.7473011117036703,0.6910854552760175,0.5496789668463742,0.7473011117036703,0.7050275283065149,0.7698495773257162,106.67167063300191,97.47112319999417,106.67167063300191,97.47112319999417,102.30943908786678,97.75599392649956,106.08381273137678,100.08554979766521,0.6613570874914639,10,0.08599257768807655,1275.0,1356.0,1320.85,0.9652875042586214,1.0266116515879926,0,0.4,-3.1996095860567637,97,27,65.99599595341944
116,Utah Valley,WAC,20-12,101.5374813437453,190,96.8118958739588,75,0.6336873421463738,116,20,12,10,8,10-8,0.45618815375407973,0.4417386822950906,0.47399747407858595,0.45618815375407973,0.4417386822950906,0.47399747407858595,0.8636339983436887,0.8453036504563797,100.88828893767202,101.8884280003583,100.88828893767202,101.8884280003583,101.8987179234276,98.6367881342728,94.47316317477336,102.16436129723063,0.28903578516531736,1,-0.005538176084818103,1229.0,1187.0,1231.3124999999998,0.9981219227450385,0.9640119790873561,0,0.5555555555555556,-5.304829719148969,135,190,65.78677448348033
117,Butler,BE,14-19,102.27528493123617,174,97.58372020876575,87,0.6318146906798384,117,14,19,6,14,6-14,0.6770206836793436,0.45614841694744934,0.7824077917119834,0.6770206836793436,0.45614841694744934,0.7824077917119834,0.6926844624881714,0.764951501594116,107.4251720815634,97.61812933179117,107.4251720815634,97.61812933179117,103.21935304418601,98.03438239833838,99.21862709586946,99.00605339283636,0.5061659188724572,16,0.014995390479938309,1260.0,1402.0,1319.8500000000004,0.9546539379474938,1.0622419214304653,0,0.3,-5.298825912358432,134,138,63.80943440110515
118,Louisville,ACC,13-19,103.03594477744221,162,98.3398470697579,102,0.6309882808877108,118,13,19,6,14,6-14,0.6913030053419343,0.560092262866384,0.7570223644509722,0.6913030053419343,0.560092262866384,0.7570223644509722,0.7281395033481811,0.8283346562066292,107.68548740756319,98.91574474017906,107.68548740756319,98.91574474017906,103.9896531005949,102.591275040919,106.80553521893896,107.20064706240791,0.48938556667701744,9,-0.011665483311166291,1314.0,1461.0,1325.0875,0.9916326280339977,1.1025686982935088,0,0.3,-6.7912319725791725,161,199,67.26028923346655
119,Morehead St.,OVC,23-11,102.81118613892005,166,98.24517560303883,97,0.6277139777158743,119,23,11,13,5,13-5,0.41160011663799123,0.42453820325020886,0.36750108153910294,0.41160011663799123,0.42453820325020886,0.36750108153910294,0.8554351604067472,0.8064257212586553,100.59690828676092,102.69837504666712,100.59690828676092,102.69837504666712,102.88224760001583,98.172192107439,97.7033882452918,103.96401236250591,0.3286607562078449,6,0.01971330261476234,1269.0,1139.0,1205.5874999999999,1.0525988366667705,0.9447675925637916,0,0.7222222222222222,-3.9289790171106893,111,126,64.65971836043266
120,North Carolina St.,ACC,11-21,109.19300910938159,55,104.45028656198292,233,0.6249627800340092,120,11,21,4,16,4-16,0.6713697766631169,0.47766251276392,0.7727130062135081,0.6713697766631169,0.47766251276392,0.7727130062135081,0.7279866503682287,0.8527600508510079,107.20587459477204,99.31882832430645,107.20587459477204,99.31882832430645,112.2232048509746,105.44999996194966,116.8995006131369,108.0376946187171,0.7123030266768513,10,-0.09026484331470896,1420.0,1531.0,1344.0249999999996,1.0565279663696734,1.1391157158535001,0,0.2,-9.026687894230212,206,332,67.09260865639682
121,George Mason,A10,14-16,104.70854498163527,126,100.18293044675058,131,0.6243617750822869,121,14,16,7,9,7-9,0.555861272130935,0.49123627862940855,0.6137091811687445,0.555861272130935,0.49123627862940855,0.6137091811687445,0.8221865962468803,0.8299928586874274,103.6329056010788,101.01025899149596,103.6329056010788,101.01025899149596,106.60631854917595,103.19744879191352,107.4190503374411,98.64000795498772,0.7272068108130618,3,-0.08159929656088649,1133.0,1141.0,1087.725,1.041623572134501,1.0489783722907906,0,0.4375,-8.149726170286243,187,326,64.96840405379912
122,Liberty,ASun,22-11,104.5903774019621,129,100.21971751989547,133,0.6203174667973484,122,22,11,12,4,12-4,0.3747626615185397,0.3941836921858723,0.363032147967013,0.3747626615185397,0.3941836921858723,0.363032147967013,0.9068427459952819,0.8770698198597986,100.78678293441983,104.54800245178475,100.78678293441983,104.54800245178475,109.05960235108049,102.58578056530516,101.49165119910944,93.55715148515002,0.7183206163214741,1,-0.04250561673846465,1234.0,1093.0,1088.8249999999998,1.133331802631277,1.0038344086515283,0,0.75,-6.145264339745034,149,265,65.035774273818
123,Utah,P12,11-20,106.6002783093842,92,102.2000877433393,178,0.6188727198260049,123,11,20,4,16,4-16,0.6535996106874415,0.5124209661614216,0.7237220255479657,0.6535996106874415,0.5124209661614216,0.7237220255479657,0.7636269938149983,0.8611287903486872,105.17745231893524,98.64109850745612,105.17745231893524,98.64109850745612,104.89159688839035,103.15264887247375,108.67168893808581,106.72487697749358,0.5517850946918486,7,-0.09307229275980738,1354.0,1483.0,1367.5500000000002,0.9900917699535665,1.0844210449343716,0,0.2,-9.444245783348531,218,335,66.37036937001692
124,Nevada,MWC,13-18,105.79737274620089,103,101.6928285629821,166,0.6118374320032363,124,13,18,6,12,6-12,0.6402803067900493,0.5371267576272352,0.6981780752053389,0.6402803067900493,0.5371267576272352,0.6981780752053389,0.7449314827594358,0.7714125643531847,105.91487065875512,98.54456526872409,105.91487065875512,98.54456526872409,106.41688177744732,103.19925031507003,111.85187941428411,101.16146337071935,0.7604708093866264,9,-0.026799332247557928,1248.0,1309.0,1234.35,1.0110584518167458,1.0604771742212502,0,0.3333333333333333,-6.993371463836357,166,232,70.3253351059068
125,Western Kentucky,CUSA,19-13,105.47975751060996,109,101.53069950083486,155,0.6079767029268812,125,19,13,11,7,11-7,0.46200821155882976,0.42801676012423356,0.474215103147636,0.46200821155882976,0.42801676012423356,0.474215103147636,0.8592834560537712,0.8342958092779271,102.26887278738177,102.33228786644959,102.26887278738177,102.33228786644959,108.70687270972687,103.64560702859833,92.26611244742793,91.95016050507479,0.5098606375582616,2,-0.02804054300755421,1354.0,1272.0,1233.775,1.0974448339446008,1.0309821482847359,0,0.6111111111111112,-6.345496875111068,154,235,68.70096285039442
126,Southern Illinois,MVC,16-15,101.66118573252179,186,97.92408676169723,94,0.6060431382772931,126,16,15,9,9,9-9,0.5043179937760061,0.3851812282542111,0.5705176313970054,0.5043179937760061,0.3851812282542111,0.5705176313970054,0.8376409639173568,0.8721267961526479,102.68131111546862,101.81843527856667,102.68131111546862,101.81843527856667,102.58852100847238,97.7154748210334,88.62740268815486,90.43228743430086,0.44229745683455174,2,-0.057869497423763905,1141.0,1118.0,1121.1625000000001,1.017693688470672,0.9971792670553999,0,0.5,-7.514428023749953,176,294,62.13779944177117
127,Wofford,SC,19-13,105.27798673959927,116,101.41381902996497,154,0.6058837627910341,127,19,13,10,8,10-8,0.47830383803280213,0.4117502843695397,0.5068672582948989,0.47830383803280213,0.4117502843695397,0.5068672582948989,0.8668935203907694,0.8763655721780234,104.04118353550663,103.6522845770709,104.04118353550663,103.6522845770709,104.92927023760451,100.43914931648108,100.63632046022177,98.90485498249419,0.5497303827068339,1,-0.004550862100196396,1261.0,1203.0,1169.6125,1.0781348523549465,1.028545779050754,0,0.5555555555555556,-6.329618240211726,153,188,64.16700772219613
128,Akron,MAC,24-10,105.46992194185376,110,101.66544671398728,162,0.6040791044395342,128,24,10,14,6,14-6,0.3826887398744348,0.3309007026419416,0.34654604514402904,0.3826887398744348,0.3309007026419416,0.34654604514402904,0.8943547055225396,0.8996135008594639,100.8325625158972,104.441642067303,100.8325625158972,104.441642067303,104.99953016577561,104.56815949844754,108.2037929167551,90.74812686426203,0.8832093002538153,2,0.019966098755714756,1404.0,1295.0,1273.9,1.1021273255357562,1.0165633095219404,0,0.7,-4.268823063569753,116,125,61.94833898125337
129,Colgate,Pat,23-12,106.9983260812995,82,103.19239693019716,204,0.6026471402283674,129,23,12,16,2,16-2,0.34726429357292754,0.49645363224276706,0.23198853174396358,0.34726429357292754,0.49645363224276706,0.23198853174396358,0.8974080845397724,0.8148613275368555,99.19460381261148,105.51982730108614,99.19460381261148,105.51982730108614,105.4288383861947,102.04737672399956,112.58493822988983,103.40671738312565,0.7266987220523439,4,-0.0463199841331553,1364.0,1145.0,1206.3,1.1307303324214542,0.9491834535356047,0,0.8888888888888888,-6.101223855226797,147,277,66.99832009073828
130,Stephen F. Austin,WAC,22-10,101.91506285571056,181,98.30919415186548,101,0.6021077657832203,130,22,10,14,4,14-4,0.42220016383166703,0.38900752295192437,0.43383695712661485,0.42220016383166703,0.38900752295192437,0.43383695712661485,0.8749741949372771,0.856059113924418,101.68926540515726,102.68125703764636,101.68926540515726,102.68125703764636,102.08878105381918,96.83713353263853,113.48016462468738,92.834797010012,0.9096422844384827,1,0.03935284831973185,1326.0,1173.0,1271.075,1.043211454870877,0.9228409023857758,0,0.7777777777777778,-3.1303716707893465,95,88,69.03010061992404
131,College of Charleston,CAA,17-15,105.26558036918195,117,101.56353838366604,160,0.6015006661237926,131,17,15,8,10,8-10,0.50631003150014,0.5419528515814652,0.47415098498030184,0.50631003150014,0.5419528515814652,0.47415098498030184,0.8433917049405572,0.7855579311509175,102.93380411803632,102.55998501218609,102.93380411803632,102.55998501218609,104.34137415719516,103.5057542040828,124.80399507322825,114.1349940426151,0.7364638212731544,3,-0.03785126447414333,1391.0,1368.0,1319.575,1.0541272758274445,1.0366974215182918,0,0.4444444444444444,-7.450478523351859,175,258,73.67405309729432
132,Texas St.,SB,21-8,105.31767701426868,115,101.71620470218794,168,0.5987209278252448,132,21,8,12,3,12-3,0.3873745737326751,0.34133908207448216,0.3869221433956587,0.3873745737326751,0.34133908207448216,0.3869221433956587,0.8693785690540305,0.8257074194717203,100.3248216547611,102.71436704330753,100.3248216547611,102.71436704330753,104.93847692724803,101.4092996754535,106.08819449390236,108.1132571327329,0.44585102038322033,4,0.05483945882937635,1015.0,938.0,958.3749999999999,1.0590843876353204,0.9787400547802271,0,0.8,-2.259736851064321,82,63,63.676435440174586
133,Georgia St.,SB,18-11,101.8948616580686,182,98.4268908788442,106,0.5982589246033487,133,18,11,9,5,9-5,0.4387083634766654,0.3954154406091632,0.42614661907837414,0.4387083634766654,0.3954154406091632,0.42614661907837414,0.8687149661582431,0.8605946171658819,100.97553815223965,100.88695836878274,100.97553815223965,100.88695836878274,97.62796911641229,94.5948771910978,100.43779463655007,103.78349655590328,0.4068901290184712,2,-0.003995774257068763,932.0,871.0,950.2874999999999,0.9807558238954002,0.9165647238335768,0,0.6428571428571429,-5.144644851887815,132,187,67.2824576625257
134,Kent St.,MAC,23-11,102.39076833996762,172,99.07530491021713,119,0.5935204134027691,134,23,11,16,4,16-4,0.4115997442853239,0.42729482207203756,0.3853718580206306,0.4115997442853239,0.42729482207203756,0.3853718580206306,0.8930469510748742,0.8612407196476302,102.26254836899656,104.79852902422017,102.26254836899656,104.79852902422017,100.87592963606872,96.97452890946668,94.2592622469794,91.82103793043528,0.5747817892112642,2,0.021478889898257525,1432.0,1310.0,1371.3874999999998,1.0441979382195041,0.9552369406896302,0,0.8,-4.53772983395953,120,121,65.72808127113395
